Created Date,Complaint Type,Longitude,Latitude,# of SRs
1/1/2016,HEAT/HOT WATER,-74.17,40.64,1
1/1/2016,HEAT/HOT WATER,-74.13,40.60,1
1/1/2016,HEAT/HOT WATER,-74.09,40.63,2
1/1/2016,HEAT/HOT WATER,-74.09,40.64,1
1/1/2016,HEAT/HOT WATER,-74.04,40.62,1
1/1/2016,HEAT/HOT WATER,-74.03,40.63,1
1/1/2016,HEAT/HOT WATER,-74.03,40.63,1
1/1/2016,HEAT/HOT WATER,-74.02,40.64,2
1/1/2016,HEAT/HOT WATER,-74.02,40.64,5
1/1/2016,HEAT/HOT WATER,-74.01,40.63,1
1/1/2016,HEAT/HOT WATER,-74.01,40.64,1
1/1/2016,HEAT/HOT WATER,-74.01,40.61,1
1/1/2016,HEAT/HOT WATER,-74.01,40.64,1
1/1/2016,HEAT/HOT WATER,-74.01,40.64,1
1/1/2016,HEAT/HOT WATER,-74.01,40.63,1
1/1/2016,HEAT/HOT WATER,-74.01,40.73,1
1/1/2016,HEAT/HOT WATER,-74.00,40.74,1
1/1/2016,HEAT/HOT WATER,-74.00,40.60,1
1/1/2016,HEAT/HOT WATER,-74.00,40.73,1
1/1/2016,HEAT/HOT WATER,-74.00,40.73,3
1/1/2016,HEAT/HOT WATER,-74.00,40.73,1
1/1/2016,HEAT/HOT WATER,-74.00,40.58,2
1/1/2016,HEAT/HOT WATER,-74.00,40.63,1
1/1/2016,HEAT/HOT WATER,-74.00,40.73,1
1/1/2016,HEAT/HOT WATER,-74.00,40.72,1
1/1/2016,HEAT/HOT WATER,-74.00,40.75,1
1/1/2016,HEAT/HOT WATER,-74.00,40.60,2
1/1/2016,HEAT/HOT WATER,-74.00,40.75,2
1/1/2016,HEAT/HOT WATER,-74.00,40.74,2
1/1/2016,HEAT/HOT WATER,-74.00,40.75,1
1/1/2016,HEAT/HOT WATER,-74.00,40.75,1
1/1/2016,HEAT/HOT WATER,-74.00,40.69,1
1/1/2016,HEAT/HOT WATER,-73.99,40.64,1
1/1/2016,HEAT/HOT WATER,-73.99,40.72,1
1/1/2016,HEAT/HOT WATER,-73.99,40.73,1
1/1/2016,HEAT/HOT WATER,-73.99,40.76,1
1/1/2016,HEAT/HOT WATER,-73.99,40.72,1
1/1/2016,HEAT/HOT WATER,-73.99,40.76,2
1/1/2016,HEAT/HOT WATER,-73.99,40.76,1
1/1/2016,HEAT/HOT WATER,-73.99,40.76,1
1/1/2016,HEAT/HOT WATER,-73.99,40.69,2
1/1/2016,HEAT/HOT WATER,-73.99,40.76,1
1/1/2016,HEAT/HOT WATER,-73.99,40.72,1
1/1/2016,HEAT/HOT WATER,-73.99,40.76,1
1/1/2016,HEAT/HOT WATER,-73.99,40.76,2
1/1/2016,HEAT/HOT WATER,-73.99,40.67,1
1/1/2016,HEAT/HOT WATER,-73.99,40.69,1
1/1/2016,HEAT/HOT WATER,-73.99,40.64,1
1/1/2016,HEAT/HOT WATER,-73.99,40.69,1
1/1/2016,HEAT/HOT WATER,-73.99,40.73,1
1/1/2016,HEAT/HOT WATER,-73.99,40.73,2
1/1/2016,HEAT/HOT WATER,-73.99,40.77,1
1/1/2016,HEAT/HOT WATER,-73.99,40.71,2
1/1/2016,HEAT/HOT WATER,-73.99,40.64,1
1/1/2016,HEAT/HOT WATER,-73.98,40.72,1
1/1/2016,HEAT/HOT WATER,-73.98,40.71,1
1/1/2016,HEAT/HOT WATER,-73.98,40.63,1
1/1/2016,HEAT/HOT WATER,-73.98,40.65,1
1/1/2016,HEAT/HOT WATER,-73.98,40.61,1
1/1/2016,HEAT/HOT WATER,-73.98,40.64,1
1/1/2016,HEAT/HOT WATER,-73.98,40.78,1
1/1/2016,HEAT/HOT WATER,-73.98,40.73,1
1/1/2016,HEAT/HOT WATER,-73.98,40.74,4
1/1/2016,HEAT/HOT WATER,-73.98,40.64,1
1/1/2016,HEAT/HOT WATER,-73.98,40.61,1
1/1/2016,HEAT/HOT WATER,-73.98,40.78,1
1/1/2016,HEAT/HOT WATER,-73.98,40.64,1
1/1/2016,HEAT/HOT WATER,-73.98,40.68,2
1/1/2016,HEAT/HOT WATER,-73.98,40.61,1
1/1/2016,HEAT/HOT WATER,-73.98,40.59,2
1/1/2016,HEAT/HOT WATER,-73.98,40.79,1
1/1/2016,HEAT/HOT WATER,-73.98,40.60,1
1/1/2016,HEAT/HOT WATER,-73.98,40.61,1
1/1/2016,HEAT/HOT WATER,-73.98,40.63,3
1/1/2016,HEAT/HOT WATER,-73.97,40.78,1
1/1/2016,HEAT/HOT WATER,-73.97,40.69,1
1/1/2016,HEAT/HOT WATER,-73.97,40.64,1
1/1/2016,HEAT/HOT WATER,-73.97,40.69,1
1/1/2016,HEAT/HOT WATER,-73.97,40.78,1
1/1/2016,HEAT/HOT WATER,-73.97,40.80,1
1/1/2016,HEAT/HOT WATER,-73.97,40.63,2
1/1/2016,HEAT/HOT WATER,-73.97,40.65,1
1/1/2016,HEAT/HOT WATER,-73.97,40.59,1
1/1/2016,HEAT/HOT WATER,-73.97,40.69,1
1/1/2016,HEAT/HOT WATER,-73.97,40.80,1
1/1/2016,HEAT/HOT WATER,-73.97,40.76,1
1/1/2016,HEAT/HOT WATER,-73.96,40.61,1
1/1/2016,HEAT/HOT WATER,-73.96,40.70,3
1/1/2016,HEAT/HOT WATER,-73.96,40.65,1
1/1/2016,HEAT/HOT WATER,-73.96,40.60,1
1/1/2016,HEAT/HOT WATER,-73.96,40.68,1
1/1/2016,HEAT/HOT WATER,-73.96,40.60,2
1/1/2016,HEAT/HOT WATER,-73.96,40.66,1
1/1/2016,HEAT/HOT WATER,-73.96,40.65,2
1/1/2016,HEAT/HOT WATER,-73.96,40.65,1
1/1/2016,HEAT/HOT WATER,-73.96,40.80,1
1/1/2016,HEAT/HOT WATER,-73.96,40.65,1
1/1/2016,HEAT/HOT WATER,-73.96,40.66,1
1/1/2016,HEAT/HOT WATER,-73.96,40.80,1
1/1/2016,HEAT/HOT WATER,-73.96,40.69,1
1/1/2016,HEAT/HOT WATER,-73.96,40.72,2
1/1/2016,HEAT/HOT WATER,-73.96,40.80,1
1/1/2016,HEAT/HOT WATER,-73.96,40.77,1
1/1/2016,HEAT/HOT WATER,-73.96,40.65,1
1/1/2016,HEAT/HOT WATER,-73.96,40.71,11
1/1/2016,HEAT/HOT WATER,-73.96,40.64,2
1/1/2016,HEAT/HOT WATER,-73.96,40.77,1
1/1/2016,HEAT/HOT WATER,-73.96,40.69,1
1/1/2016,HEAT/HOT WATER,-73.96,40.71,1
1/1/2016,HEAT/HOT WATER,-73.96,40.65,1
1/1/2016,HEAT/HOT WATER,-73.96,40.77,1
1/1/2016,HEAT/HOT WATER,-73.96,40.72,1
1/1/2016,HEAT/HOT WATER,-73.96,40.71,1
1/1/2016,HEAT/HOT WATER,-73.96,40.66,4
1/1/2016,HEAT/HOT WATER,-73.96,40.63,1
1/1/2016,HEAT/HOT WATER,-73.96,40.82,1
1/1/2016,HEAT/HOT WATER,-73.96,40.77,2
1/1/2016,HEAT/HOT WATER,-73.96,40.59,1
1/1/2016,HEAT/HOT WATER,-73.96,40.62,2
1/1/2016,HEAT/HOT WATER,-73.96,40.61,1
1/1/2016,HEAT/HOT WATER,-73.96,40.65,1
1/1/2016,HEAT/HOT WATER,-73.96,40.76,1
1/1/2016,HEAT/HOT WATER,-73.96,40.64,1
1/1/2016,HEAT/HOT WATER,-73.96,40.64,2
1/1/2016,HEAT/HOT WATER,-73.96,40.67,1
1/1/2016,HEAT/HOT WATER,-73.96,40.58,2
1/1/2016,HEAT/HOT WATER,-73.96,40.58,2
1/1/2016,HEAT/HOT WATER,-73.96,40.80,2
1/1/2016,HEAT/HOT WATER,-73.96,40.62,1
1/1/2016,HEAT/HOT WATER,-73.96,40.61,1
1/1/2016,HEAT/HOT WATER,-73.96,40.64,1
1/1/2016,HEAT/HOT WATER,-73.96,40.82,1
1/1/2016,HEAT/HOT WATER,-73.96,40.82,1
1/1/2016,HEAT/HOT WATER,-73.96,40.80,1
1/1/2016,HEAT/HOT WATER,-73.96,40.65,1
1/1/2016,HEAT/HOT WATER,-73.95,40.64,1
1/1/2016,HEAT/HOT WATER,-73.95,40.81,1
1/1/2016,HEAT/HOT WATER,-73.95,40.77,1
1/1/2016,HEAT/HOT WATER,-73.95,40.77,1
1/1/2016,HEAT/HOT WATER,-73.95,40.78,1
1/1/2016,HEAT/HOT WATER,-73.95,40.80,1
1/1/2016,HEAT/HOT WATER,-73.95,40.77,2
1/1/2016,HEAT/HOT WATER,-73.95,40.67,1
1/1/2016,HEAT/HOT WATER,-73.95,40.83,1
1/1/2016,HEAT/HOT WATER,-73.95,40.65,1
1/1/2016,HEAT/HOT WATER,-73.95,40.65,1
1/1/2016,HEAT/HOT WATER,-73.95,40.69,1
1/1/2016,HEAT/HOT WATER,-73.95,40.67,1
1/1/2016,HEAT/HOT WATER,-73.95,40.71,1
1/1/2016,HEAT/HOT WATER,-73.95,40.80,1
1/1/2016,HEAT/HOT WATER,-73.95,40.80,1
1/1/2016,HEAT/HOT WATER,-73.95,40.78,1
1/1/2016,HEAT/HOT WATER,-73.95,40.82,1
1/1/2016,HEAT/HOT WATER,-73.95,40.68,2
1/1/2016,HEAT/HOT WATER,-73.95,40.78,2
1/1/2016,HEAT/HOT WATER,-73.95,40.78,1
1/1/2016,HEAT/HOT WATER,-73.95,40.66,1
1/1/2016,HEAT/HOT WATER,-73.95,40.64,1
1/1/2016,HEAT/HOT WATER,-73.95,40.66,1
1/1/2016,HEAT/HOT WATER,-73.95,40.81,1
1/1/2016,HEAT/HOT WATER,-73.95,40.60,1
1/1/2016,HEAT/HOT WATER,-73.95,40.65,1
1/1/2016,HEAT/HOT WATER,-73.95,40.65,1
1/1/2016,HEAT/HOT WATER,-73.95,40.61,7
1/1/2016,HEAT/HOT WATER,-73.95,40.77,1
1/1/2016,HEAT/HOT WATER,-73.95,40.65,1
1/1/2016,HEAT/HOT WATER,-73.95,40.64,1
1/1/2016,HEAT/HOT WATER,-73.95,40.82,2
1/1/2016,HEAT/HOT WATER,-73.95,40.83,1
1/1/2016,HEAT/HOT WATER,-73.95,40.65,1
1/1/2016,HEAT/HOT WATER,-73.95,40.80,1
1/1/2016,HEAT/HOT WATER,-73.95,40.78,1
1/1/2016,HEAT/HOT WATER,-73.95,40.61,2
1/1/2016,HEAT/HOT WATER,-73.95,40.79,1
1/1/2016,HEAT/HOT WATER,-73.95,40.83,1
1/1/2016,HEAT/HOT WATER,-73.95,40.68,1
1/1/2016,HEAT/HOT WATER,-73.95,40.65,1
1/1/2016,HEAT/HOT WATER,-73.95,40.64,1
1/1/2016,HEAT/HOT WATER,-73.95,40.83,1
1/1/2016,HEAT/HOT WATER,-73.95,40.78,1
1/1/2016,HEAT/HOT WATER,-73.95,40.68,1
1/1/2016,HEAT/HOT WATER,-73.95,40.63,1
1/1/2016,HEAT/HOT WATER,-73.95,40.79,1
1/1/2016,HEAT/HOT WATER,-73.95,40.65,1
1/1/2016,HEAT/HOT WATER,-73.95,40.83,2
1/1/2016,HEAT/HOT WATER,-73.95,40.79,1
1/1/2016,HEAT/HOT WATER,-73.95,40.83,1
1/1/2016,HEAT/HOT WATER,-73.95,40.67,5
1/1/2016,HEAT/HOT WATER,-73.95,40.84,1
1/1/2016,HEAT/HOT WATER,-73.95,40.83,1
1/1/2016,HEAT/HOT WATER,-73.95,40.67,1
1/1/2016,HEAT/HOT WATER,-73.95,40.64,1
1/1/2016,HEAT/HOT WATER,-73.95,40.82,3
1/1/2016,HEAT/HOT WATER,-73.94,40.66,1
1/1/2016,HEAT/HOT WATER,-73.94,40.83,1
1/1/2016,HEAT/HOT WATER,-73.94,40.63,1
1/1/2016,HEAT/HOT WATER,-73.94,40.82,1
1/1/2016,HEAT/HOT WATER,-73.94,40.63,2
1/1/2016,HEAT/HOT WATER,-73.94,40.69,1
1/1/2016,HEAT/HOT WATER,-73.94,40.83,1
1/1/2016,HEAT/HOT WATER,-73.94,40.69,1
1/1/2016,HEAT/HOT WATER,-73.94,40.72,1
1/1/2016,HEAT/HOT WATER,-73.94,40.84,1
1/1/2016,HEAT/HOT WATER,-73.94,40.67,1
1/1/2016,HEAT/HOT WATER,-73.94,40.82,1
1/1/2016,HEAT/HOT WATER,-73.94,40.81,1
1/1/2016,HEAT/HOT WATER,-73.94,40.83,1
1/1/2016,HEAT/HOT WATER,-73.94,40.85,2
1/1/2016,HEAT/HOT WATER,-73.94,40.64,1
1/1/2016,HEAT/HOT WATER,-73.94,40.85,4
1/1/2016,HEAT/HOT WATER,-73.94,40.84,1
1/1/2016,HEAT/HOT WATER,-73.94,40.84,1
1/1/2016,HEAT/HOT WATER,-73.94,40.67,1
1/1/2016,HEAT/HOT WATER,-73.94,40.68,1
1/1/2016,HEAT/HOT WATER,-73.94,40.82,1
1/1/2016,HEAT/HOT WATER,-73.94,40.71,1
1/1/2016,HEAT/HOT WATER,-73.94,40.85,1
1/1/2016,HEAT/HOT WATER,-73.94,40.84,2
1/1/2016,HEAT/HOT WATER,-73.94,40.79,1
1/1/2016,HEAT/HOT WATER,-73.94,40.83,2
1/1/2016,HEAT/HOT WATER,-73.94,40.63,2
1/1/2016,HEAT/HOT WATER,-73.94,40.84,1
1/1/2016,HEAT/HOT WATER,-73.94,40.68,1
1/1/2016,HEAT/HOT WATER,-73.94,40.61,1
1/1/2016,HEAT/HOT WATER,-73.94,40.67,2
1/1/2016,HEAT/HOT WATER,-73.94,40.79,1
1/1/2016,HEAT/HOT WATER,-73.94,40.79,8
1/1/2016,HEAT/HOT WATER,-73.94,40.84,1
1/1/2016,HEAT/HOT WATER,-73.94,40.82,1
1/1/2016,HEAT/HOT WATER,-73.94,40.82,1
1/1/2016,HEAT/HOT WATER,-73.94,40.80,1
1/1/2016,HEAT/HOT WATER,-73.94,40.84,1
1/1/2016,HEAT/HOT WATER,-73.94,40.85,1
1/1/2016,HEAT/HOT WATER,-73.94,40.81,1
1/1/2016,HEAT/HOT WATER,-73.94,40.85,1
1/1/2016,HEAT/HOT WATER,-73.94,40.85,1
1/1/2016,HEAT/HOT WATER,-73.94,40.85,1
1/1/2016,HEAT/HOT WATER,-73.94,40.69,1
1/1/2016,HEAT/HOT WATER,-73.94,40.75,1
1/1/2016,HEAT/HOT WATER,-73.94,40.85,1
1/1/2016,HEAT/HOT WATER,-73.94,40.69,1
1/1/2016,HEAT/HOT WATER,-73.94,40.85,1
1/1/2016,HEAT/HOT WATER,-73.94,40.82,1
1/1/2016,HEAT/HOT WATER,-73.94,40.82,1
1/1/2016,HEAT/HOT WATER,-73.94,40.66,1
1/1/2016,HEAT/HOT WATER,-73.94,40.84,5
1/1/2016,HEAT/HOT WATER,-73.94,40.84,4
1/1/2016,HEAT/HOT WATER,-73.94,40.81,1
1/1/2016,HEAT/HOT WATER,-73.94,40.85,2
1/1/2016,HEAT/HOT WATER,-73.94,40.84,2
1/1/2016,HEAT/HOT WATER,-73.94,40.62,1
1/1/2016,HEAT/HOT WATER,-73.94,40.85,1
1/1/2016,HEAT/HOT WATER,-73.94,40.84,1
1/1/2016,HEAT/HOT WATER,-73.94,40.86,2
1/1/2016,HEAT/HOT WATER,-73.93,40.85,1
1/1/2016,HEAT/HOT WATER,-73.93,40.67,4
1/1/2016,HEAT/HOT WATER,-73.93,40.85,3
1/1/2016,HEAT/HOT WATER,-73.93,40.85,1
1/1/2016,HEAT/HOT WATER,-73.93,40.65,1
1/1/2016,HEAT/HOT WATER,-73.93,40.64,1
1/1/2016,HEAT/HOT WATER,-73.93,40.67,1
1/1/2016,HEAT/HOT WATER,-73.93,40.85,2
1/1/2016,HEAT/HOT WATER,-73.93,40.85,1
1/1/2016,HEAT/HOT WATER,-73.93,40.67,1
1/1/2016,HEAT/HOT WATER,-73.93,40.86,3
1/1/2016,HEAT/HOT WATER,-73.93,40.63,1
1/1/2016,HEAT/HOT WATER,-73.93,40.77,1
1/1/2016,HEAT/HOT WATER,-73.93,40.70,1
1/1/2016,HEAT/HOT WATER,-73.93,40.85,1
1/1/2016,HEAT/HOT WATER,-73.93,40.66,1
1/1/2016,HEAT/HOT WATER,-73.93,40.67,1
1/1/2016,HEAT/HOT WATER,-73.93,40.86,1
1/1/2016,HEAT/HOT WATER,-73.93,40.69,1
1/1/2016,HEAT/HOT WATER,-73.93,40.85,1
1/1/2016,HEAT/HOT WATER,-73.93,40.67,1
1/1/2016,HEAT/HOT WATER,-73.93,40.85,1
1/1/2016,HEAT/HOT WATER,-73.93,40.86,1
1/1/2016,HEAT/HOT WATER,-73.93,40.74,1
1/1/2016,HEAT/HOT WATER,-73.93,40.86,1
1/1/2016,HEAT/HOT WATER,-73.93,40.86,1
1/1/2016,HEAT/HOT WATER,-73.93,40.86,1
1/1/2016,HEAT/HOT WATER,-73.93,40.87,8
1/1/2016,HEAT/HOT WATER,-73.93,40.82,1
1/1/2016,HEAT/HOT WATER,-73.93,40.68,1
1/1/2016,HEAT/HOT WATER,-73.93,40.67,5
1/1/2016,HEAT/HOT WATER,-73.93,40.86,3
1/1/2016,HEAT/HOT WATER,-73.93,40.68,1
1/1/2016,HEAT/HOT WATER,-73.93,40.86,1
1/1/2016,HEAT/HOT WATER,-73.93,40.86,1
1/1/2016,HEAT/HOT WATER,-73.93,40.76,1
1/1/2016,HEAT/HOT WATER,-73.93,40.86,18
1/1/2016,HEAT/HOT WATER,-73.93,40.65,3
1/1/2016,HEAT/HOT WATER,-73.93,40.66,1
1/1/2016,HEAT/HOT WATER,-73.93,40.67,1
1/1/2016,HEAT/HOT WATER,-73.93,40.76,2
1/1/2016,HEAT/HOT WATER,-73.93,40.66,1
1/1/2016,HEAT/HOT WATER,-73.93,40.70,1
1/1/2016,HEAT/HOT WATER,-73.93,40.70,1
1/1/2016,HEAT/HOT WATER,-73.93,40.66,2
1/1/2016,HEAT/HOT WATER,-73.93,40.83,1
1/1/2016,HEAT/HOT WATER,-73.93,40.84,1
1/1/2016,HEAT/HOT WATER,-73.92,40.86,1
1/1/2016,HEAT/HOT WATER,-73.92,40.82,2
1/1/2016,HEAT/HOT WATER,-73.92,40.66,1
1/1/2016,HEAT/HOT WATER,-73.92,40.67,1
1/1/2016,HEAT/HOT WATER,-73.92,40.84,1
1/1/2016,HEAT/HOT WATER,-73.92,40.68,1
1/1/2016,HEAT/HOT WATER,-73.92,40.83,2
1/1/2016,HEAT/HOT WATER,-73.92,40.87,1
1/1/2016,HEAT/HOT WATER,-73.92,40.81,1
1/1/2016,HEAT/HOT WATER,-73.92,40.81,1
1/1/2016,HEAT/HOT WATER,-73.92,40.66,1
1/1/2016,HEAT/HOT WATER,-73.92,40.66,1
1/1/2016,HEAT/HOT WATER,-73.92,40.81,1
1/1/2016,HEAT/HOT WATER,-73.92,40.83,1
1/1/2016,HEAT/HOT WATER,-73.92,40.83,7
1/1/2016,HEAT/HOT WATER,-73.92,40.75,1
1/1/2016,HEAT/HOT WATER,-73.92,40.65,1
1/1/2016,HEAT/HOT WATER,-73.92,40.81,1
1/1/2016,HEAT/HOT WATER,-73.92,40.68,1
1/1/2016,HEAT/HOT WATER,-73.92,40.83,1
1/1/2016,HEAT/HOT WATER,-73.92,40.66,1
1/1/2016,HEAT/HOT WATER,-73.92,40.63,1
1/1/2016,HEAT/HOT WATER,-73.92,40.66,1
1/1/2016,HEAT/HOT WATER,-73.92,40.87,1
1/1/2016,HEAT/HOT WATER,-73.92,40.86,1
1/1/2016,HEAT/HOT WATER,-73.92,40.69,2
1/1/2016,HEAT/HOT WATER,-73.92,40.83,1
1/1/2016,HEAT/HOT WATER,-73.92,40.83,1
1/1/2016,HEAT/HOT WATER,-73.92,40.85,2
1/1/2016,HEAT/HOT WATER,-73.92,40.74,1
1/1/2016,HEAT/HOT WATER,-73.92,40.66,1
1/1/2016,HEAT/HOT WATER,-73.92,40.66,1
1/1/2016,HEAT/HOT WATER,-73.92,40.76,1
1/1/2016,HEAT/HOT WATER,-73.92,40.68,4
1/1/2016,HEAT/HOT WATER,-73.92,40.76,1
1/1/2016,HEAT/HOT WATER,-73.92,40.70,1
1/1/2016,HEAT/HOT WATER,-73.92,40.77,1
1/1/2016,HEAT/HOT WATER,-73.92,40.83,1
1/1/2016,HEAT/HOT WATER,-73.92,40.65,1
1/1/2016,HEAT/HOT WATER,-73.92,40.78,1
1/1/2016,HEAT/HOT WATER,-73.92,40.84,2
1/1/2016,HEAT/HOT WATER,-73.92,40.65,1
1/1/2016,HEAT/HOT WATER,-73.92,40.85,1
1/1/2016,HEAT/HOT WATER,-73.92,40.86,1
1/1/2016,HEAT/HOT WATER,-73.92,40.83,1
1/1/2016,HEAT/HOT WATER,-73.92,40.84,1
1/1/2016,HEAT/HOT WATER,-73.92,40.83,1
1/1/2016,HEAT/HOT WATER,-73.92,40.68,1
1/1/2016,HEAT/HOT WATER,-73.91,40.84,1
1/1/2016,HEAT/HOT WATER,-73.91,40.71,2
1/1/2016,HEAT/HOT WATER,-73.91,40.81,1
1/1/2016,HEAT/HOT WATER,-73.91,40.83,1
1/1/2016,HEAT/HOT WATER,-73.91,40.85,1
1/1/2016,HEAT/HOT WATER,-73.91,40.83,1
1/1/2016,HEAT/HOT WATER,-73.91,40.80,1
1/1/2016,HEAT/HOT WATER,-73.91,40.83,1
1/1/2016,HEAT/HOT WATER,-73.91,40.83,1
1/1/2016,HEAT/HOT WATER,-73.91,40.84,1
1/1/2016,HEAT/HOT WATER,-73.91,40.78,1
1/1/2016,HEAT/HOT WATER,-73.91,40.69,2
1/1/2016,HEAT/HOT WATER,-73.91,40.66,1
1/1/2016,HEAT/HOT WATER,-73.91,40.88,1
1/1/2016,HEAT/HOT WATER,-73.91,40.66,2
1/1/2016,HEAT/HOT WATER,-73.91,40.88,1
1/1/2016,HEAT/HOT WATER,-73.91,40.76,1
1/1/2016,HEAT/HOT WATER,-73.91,40.76,2
1/1/2016,HEAT/HOT WATER,-73.91,40.85,1
1/1/2016,HEAT/HOT WATER,-73.91,40.66,1
1/1/2016,HEAT/HOT WATER,-73.91,40.69,1
1/1/2016,HEAT/HOT WATER,-73.91,40.68,1
1/1/2016,HEAT/HOT WATER,-73.91,40.87,1
1/1/2016,HEAT/HOT WATER,-73.91,40.66,2
1/1/2016,HEAT/HOT WATER,-73.91,40.81,1
1/1/2016,HEAT/HOT WATER,-73.91,40.85,1
1/1/2016,HEAT/HOT WATER,-73.91,40.88,1
1/1/2016,HEAT/HOT WATER,-73.91,40.85,2
1/1/2016,HEAT/HOT WATER,-73.91,40.66,1
1/1/2016,HEAT/HOT WATER,-73.91,40.82,1
1/1/2016,HEAT/HOT WATER,-73.91,40.85,1
1/1/2016,HEAT/HOT WATER,-73.91,40.86,1
1/1/2016,HEAT/HOT WATER,-73.91,40.83,1
1/1/2016,HEAT/HOT WATER,-73.91,40.68,1
1/1/2016,HEAT/HOT WATER,-73.91,40.66,1
1/1/2016,HEAT/HOT WATER,-73.91,40.62,1
1/1/2016,HEAT/HOT WATER,-73.91,40.85,3
1/1/2016,HEAT/HOT WATER,-73.91,40.78,1
1/1/2016,HEAT/HOT WATER,-73.91,40.85,1
1/1/2016,HEAT/HOT WATER,-73.91,40.85,1
1/1/2016,HEAT/HOT WATER,-73.91,40.65,1
1/1/2016,HEAT/HOT WATER,-73.91,40.77,1
1/1/2016,HEAT/HOT WATER,-73.91,40.86,1
1/1/2016,HEAT/HOT WATER,-73.91,40.87,1
1/1/2016,HEAT/HOT WATER,-73.91,40.86,1
1/1/2016,HEAT/HOT WATER,-73.91,40.84,1
1/1/2016,HEAT/HOT WATER,-73.91,40.86,1
1/1/2016,HEAT/HOT WATER,-73.91,40.82,1
1/1/2016,HEAT/HOT WATER,-73.91,40.83,1
1/1/2016,HEAT/HOT WATER,-73.91,40.83,1
1/1/2016,HEAT/HOT WATER,-73.91,40.69,1
1/1/2016,HEAT/HOT WATER,-73.91,40.65,1
1/1/2016,HEAT/HOT WATER,-73.91,40.85,1
1/1/2016,HEAT/HOT WATER,-73.91,40.88,1
1/1/2016,HEAT/HOT WATER,-73.91,40.88,1
1/1/2016,HEAT/HOT WATER,-73.90,40.86,1
1/1/2016,HEAT/HOT WATER,-73.90,40.86,1
1/1/2016,HEAT/HOT WATER,-73.90,40.85,1
1/1/2016,HEAT/HOT WATER,-73.90,40.86,2
1/1/2016,HEAT/HOT WATER,-73.90,40.71,1
1/1/2016,HEAT/HOT WATER,-73.90,40.69,1
1/1/2016,HEAT/HOT WATER,-73.90,40.83,2
1/1/2016,HEAT/HOT WATER,-73.90,40.85,1
1/1/2016,HEAT/HOT WATER,-73.90,40.86,1
1/1/2016,HEAT/HOT WATER,-73.90,40.83,1
1/1/2016,HEAT/HOT WATER,-73.90,40.83,1
1/1/2016,HEAT/HOT WATER,-73.90,40.86,8
1/1/2016,HEAT/HOT WATER,-73.90,40.83,3
1/1/2016,HEAT/HOT WATER,-73.90,40.82,2
1/1/2016,HEAT/HOT WATER,-73.90,40.89,1
1/1/2016,HEAT/HOT WATER,-73.90,40.86,1
1/1/2016,HEAT/HOT WATER,-73.90,40.86,1
1/1/2016,HEAT/HOT WATER,-73.90,40.87,1
1/1/2016,HEAT/HOT WATER,-73.90,40.84,1
1/1/2016,HEAT/HOT WATER,-73.90,40.86,1
1/1/2016,HEAT/HOT WATER,-73.90,40.83,1
1/1/2016,HEAT/HOT WATER,-73.90,40.74,1
1/1/2016,HEAT/HOT WATER,-73.90,40.86,1
1/1/2016,HEAT/HOT WATER,-73.90,40.88,1
1/1/2016,HEAT/HOT WATER,-73.90,40.86,1
1/1/2016,HEAT/HOT WATER,-73.90,40.85,1
1/1/2016,HEAT/HOT WATER,-73.90,40.85,1
1/1/2016,HEAT/HOT WATER,-73.90,40.87,1
1/1/2016,HEAT/HOT WATER,-73.90,40.87,2
1/1/2016,HEAT/HOT WATER,-73.90,40.86,2
1/1/2016,HEAT/HOT WATER,-73.90,40.75,1
1/1/2016,HEAT/HOT WATER,-73.90,40.82,1
1/1/2016,HEAT/HOT WATER,-73.90,40.70,1
1/1/2016,HEAT/HOT WATER,-73.90,40.83,1
1/1/2016,HEAT/HOT WATER,-73.90,40.75,1
1/1/2016,HEAT/HOT WATER,-73.90,40.74,1
1/1/2016,HEAT/HOT WATER,-73.90,40.86,1
1/1/2016,HEAT/HOT WATER,-73.90,40.75,1
1/1/2016,HEAT/HOT WATER,-73.90,40.86,1
1/1/2016,HEAT/HOT WATER,-73.90,40.88,7
1/1/2016,HEAT/HOT WATER,-73.90,40.86,1
1/1/2016,HEAT/HOT WATER,-73.90,40.87,1
1/1/2016,HEAT/HOT WATER,-73.89,40.86,1
1/1/2016,HEAT/HOT WATER,-73.89,40.86,1
1/1/2016,HEAT/HOT WATER,-73.89,40.82,1
1/1/2016,HEAT/HOT WATER,-73.89,40.87,1
1/1/2016,HEAT/HOT WATER,-73.89,40.85,1
1/1/2016,HEAT/HOT WATER,-73.89,40.84,1
1/1/2016,HEAT/HOT WATER,-73.89,40.66,1
1/1/2016,HEAT/HOT WATER,-73.89,40.82,1
1/1/2016,HEAT/HOT WATER,-73.89,40.84,1
1/1/2016,HEAT/HOT WATER,-73.89,40.85,1
1/1/2016,HEAT/HOT WATER,-73.89,40.86,4
1/1/2016,HEAT/HOT WATER,-73.89,40.66,1
1/1/2016,HEAT/HOT WATER,-73.89,40.83,1
1/1/2016,HEAT/HOT WATER,-73.89,40.67,1
1/1/2016,HEAT/HOT WATER,-73.89,40.82,2
1/1/2016,HEAT/HOT WATER,-73.89,40.86,1
1/1/2016,HEAT/HOT WATER,-73.89,40.84,1
1/1/2016,HEAT/HOT WATER,-73.89,40.83,6
1/1/2016,HEAT/HOT WATER,-73.89,40.87,1
